scenario_id,result_scope,work_key,settlement_batch_id,internal_payment_id,processor_transaction_id,bank_entry_id,expected_outcome,expected_reason_code,expected_difference,explanation
mixed-exceptions,ORDER,SYNTH-ORDER-000312,,SYNTH-INT-000312,SYNTH-PROC-000312,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000313,,SYNTH-INT-000313,SYNTH-PROC-000313,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000314,,SYNTH-INT-000314,SYNTH-PROC-000314,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000315,,SYNTH-INT-000315,SYNTH-PROC-000315,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000316,,SYNTH-INT-000316,SYNTH-PROC-000316,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000317,,SYNTH-INT-000317,SYNTH-PROC-000317,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000318,,SYNTH-INT-000318,SYNTH-PROC-000318,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000319,,SYNTH-INT-000319,SYNTH-PROC-000319,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000320,,SYNTH-INT-000320,SYNTH-PROC-000320,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000321,,SYNTH-INT-000321,SYNTH-PROC-000321,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000322,,SYNTH-INT-000322,SYNTH-PROC-000322,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000323,,SYNTH-INT-000323,SYNTH-PROC-000323,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000324,,SYNTH-INT-000324,SYNTH-PROC-000324,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000325,,SYNTH-INT-000325,SYNTH-PROC-000325,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000326,,SYNTH-INT-000326,SYNTH-PROC-000326,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000327,,SYNTH-INT-000327,SYNTH-PROC-000327,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000328,,SYNTH-INT-000328,SYNTH-PROC-000328,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000329,,SYNTH-INT-000329,SYNTH-PROC-000329,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000330,,SYNTH-INT-000330,SYNTH-PROC-000330,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000331,,SYNTH-INT-000331,SYNTH-PROC-000331,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000332,,SYNTH-INT-000332,SYNTH-PROC-000332,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000333,,SYNTH-INT-000333,SYNTH-PROC-000333,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000334,,SYNTH-INT-000334,SYNTH-PROC-000334,,AMOUNT_MISMATCH,L1_GROSS_AMOUNT_EQUALITY,1.11,The processor gross amount differs from the internal ledger amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000335,,SYNTH-INT-000335,,,MISSING_PROCESSOR,L1_MISSING_PROCESSOR,1717.52,The internal payment has no processor transaction with the same merchant order ID.
mixed-exceptions,ORDER,SYNTH-ORDER-000336,,SYNTH-INT-000336,SYNTH-PROC-000336,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000337,,SYNTH-INT-000337,SYNTH-PROC-000337,,AMOUNT_MISMATCH,L1_GROSS_AMOUNT_EQUALITY,1.11,The processor gross amount differs from the internal ledger amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000338,,SYNTH-INT-000338,SYNTH-PROC-000338,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000339,,SYNTH-INT-000339,SYNTH-PROC-000339,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000340,,SYNTH-INT-000340,SYNTH-PROC-000340,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000341,,SYNTH-INT-000341,SYNTH-PROC-000341,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000342,,SYNTH-INT-000342,SYNTH-PROC-000342,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000343,,SYNTH-INT-000343,SYNTH-PROC-000343,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000344,,SYNTH-INT-000344,SYNTH-PROC-000344,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000345,,SYNTH-INT-000345,SYNTH-PROC-000345,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000346,,SYNTH-INT-000346,SYNTH-PROC-000346,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000347,,SYNTH-INT-000347,SYNTH-PROC-000347,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000348,,SYNTH-INT-000348,SYNTH-PROC-000348,,FEE_MISMATCH,L1_CONFIGURED_FEE_POLICY,0.37,The processor fee differs from the configured percentage-plus-fixed fee policy.
mixed-exceptions,ORDER,SYNTH-ORDER-000349,,SYNTH-INT-000349,SYNTH-PROC-000349,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000350,,SYNTH-INT-000350,SYNTH-PROC-000350-REFUND,,REFUND_MATCHED,L1_FULL_REFUND_LINK,0.0,The refund is linked to its original payment and reverses the complete gross amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000351,,SYNTH-INT-000351,SYNTH-PROC-000351,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000352,,SYNTH-INT-000352,SYNTH-PROC-000352,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000353,,SYNTH-INT-000353,SYNTH-PROC-000353,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000354,,SYNTH-INT-000354,SYNTH-PROC-000354,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000355,,SYNTH-INT-000355,SYNTH-PROC-000355,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000356,,SYNTH-INT-000356,SYNTH-PROC-000356,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000357,,SYNTH-INT-000357,SYNTH-PROC-000357,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000358,,SYNTH-INT-000358,SYNTH-PROC-000358,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000359,,SYNTH-INT-000359,SYNTH-PROC-000359,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000360,,SYNTH-INT-000360,SYNTH-PROC-000360,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000361,,SYNTH-INT-000361,SYNTH-PROC-000361,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000362,,SYNTH-INT-000362,SYNTH-PROC-000362,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000363,,SYNTH-INT-000363,SYNTH-PROC-000363,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000364,,SYNTH-INT-000364,SYNTH-PROC-000364,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000365,,SYNTH-INT-000365,SYNTH-PROC-000365,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000366,,SYNTH-INT-000366,SYNTH-PROC-000366,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000367,,SYNTH-INT-000367,SYNTH-PROC-000367-REFUND,,PARTIAL_REFUND,L1_PARTIAL_REFUND_LINK,639.98,The refund is linked to its original payment and reverses part of the gross amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000368,,SYNTH-INT-000368,SYNTH-PROC-000368,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000369,,SYNTH-INT-000369,SYNTH-PROC-000369,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000370,,SYNTH-INT-000370,SYNTH-PROC-000370,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000371,,SYNTH-INT-000371,SYNTH-PROC-000371,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000372,,SYNTH-INT-000372,SYNTH-PROC-000372,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000373,,SYNTH-INT-000373,SYNTH-PROC-000373,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000374,,SYNTH-INT-000374,SYNTH-PROC-000374,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000375,,SYNTH-INT-000375,SYNTH-PROC-000375,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000376,,SYNTH-INT-000376,SYNTH-PROC-000376,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000377,,SYNTH-INT-000377,SYNTH-PROC-000377,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000378,,SYNTH-INT-000378,SYNTH-PROC-000378,,CURRENCY_MISMATCH,L1_CURRENCY_EQUALITY,,Internal and processor currencies differ; amounts were not compared across currencies.
mixed-exceptions,ORDER,SYNTH-ORDER-000379,,SYNTH-INT-000379,SYNTH-PROC-000379,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000380,,SYNTH-INT-000380,SYNTH-PROC-000380,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000381,,SYNTH-INT-000381,SYNTH-PROC-000381,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000382,,SYNTH-INT-000382,SYNTH-PROC-000382-REFUND,,PARTIAL_REFUND,L1_PARTIAL_REFUND_LINK,847.58,The refund is linked to its original payment and reverses part of the gross amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000383,,SYNTH-INT-000383,SYNTH-PROC-000383,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000384,,SYNTH-INT-000384,SYNTH-PROC-000384,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000385,,SYNTH-INT-000385,SYNTH-PROC-000385,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000386,,SYNTH-INT-000386,SYNTH-PROC-000386,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000387,,SYNTH-INT-000387,SYNTH-PROC-000387,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000388,,SYNTH-INT-000388,SYNTH-PROC-000388,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000389,,SYNTH-INT-000389,SYNTH-PROC-000389,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000390,,SYNTH-INT-000390,SYNTH-PROC-000390,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000391,,SYNTH-INT-000391,SYNTH-PROC-000391,,AMOUNT_MISMATCH,L1_GROSS_AMOUNT_EQUALITY,1.11,The processor gross amount differs from the internal ledger amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000392,,SYNTH-INT-000392,SYNTH-PROC-000392,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000393,,SYNTH-INT-000393,SYNTH-PROC-000393,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000394,,SYNTH-INT-000394,SYNTH-PROC-000394,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000395,,SYNTH-INT-000395,SYNTH-PROC-000395,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000396,,SYNTH-INT-000396,SYNTH-PROC-000396,,DUPLICATE_INTERNAL,L1_DUPLICATE_INTERNAL,,More than one internal row uses the same internal payment identifier.
mixed-exceptions,ORDER,SYNTH-ORDER-000397,,SYNTH-INT-000397,SYNTH-PROC-000397,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000398,,SYNTH-INT-000398,SYNTH-PROC-000398,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000399,,SYNTH-INT-000399,SYNTH-PROC-000399,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000400,,SYNTH-INT-000400,SYNTH-PROC-000400-REFUND,,PARTIAL_REFUND,L1_PARTIAL_REFUND_LINK,42.48,The refund is linked to its original payment and reverses part of the gross amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000401,,SYNTH-INT-000401,SYNTH-PROC-000401,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000402,,SYNTH-INT-000402,SYNTH-PROC-000402,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000403,,SYNTH-INT-000403,SYNTH-PROC-000403,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000404,,SYNTH-INT-000404,SYNTH-PROC-000404,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000405,,SYNTH-INT-000405,SYNTH-PROC-000405,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000406,,SYNTH-INT-000406,SYNTH-PROC-000406,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000407,,SYNTH-INT-000407,SYNTH-PROC-000407,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000408,,SYNTH-INT-000408,SYNTH-PROC-000408,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000409,,SYNTH-INT-000409,SYNTH-PROC-000409,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000410,,SYNTH-INT-000410,SYNTH-PROC-000410,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000411,,SYNTH-INT-000411,SYNTH-PROC-000411,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000412,,SYNTH-INT-000412,SYNTH-PROC-000412,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000413,,SYNTH-INT-000413,SYNTH-PROC-000413,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000414,,SYNTH-INT-000414,SYNTH-PROC-000414,,AMBIGUOUS_MATCH,L1_AMBIGUOUS_CARDINALITY,,The merchant order ID maps to multiple distinct candidate records and requires operator review.
mixed-exceptions,ORDER,SYNTH-ORDER-000415,,SYNTH-INT-000415,SYNTH-PROC-000415,,CURRENCY_MISMATCH,L1_CURRENCY_EQUALITY,,Internal and processor currencies differ; amounts were not compared across currencies.
mixed-exceptions,ORDER,SYNTH-ORDER-000416,,SYNTH-INT-000416,SYNTH-PROC-000416,,CURRENCY_MISMATCH,L1_CURRENCY_EQUALITY,,Internal and processor currencies differ; amounts were not compared across currencies.
mixed-exceptions,ORDER,SYNTH-ORDER-000417,,SYNTH-INT-000417,SYNTH-PROC-000417,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000418,,SYNTH-INT-000418,SYNTH-PROC-000418,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000419,,SYNTH-INT-000419,SYNTH-PROC-000419,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000420,,SYNTH-INT-000420,SYNTH-PROC-000420,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000421,,SYNTH-INT-000421,SYNTH-PROC-000421,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000422,,SYNTH-INT-000422,SYNTH-PROC-000422,,AMOUNT_MISMATCH,L1_GROSS_AMOUNT_EQUALITY,1.11,The processor gross amount differs from the internal ledger amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000423,,SYNTH-INT-000423,SYNTH-PROC-000423,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000424,,SYNTH-INT-000424,SYNTH-PROC-000424,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000425,,SYNTH-INT-000425,SYNTH-PROC-000425,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000426,,SYNTH-INT-000426,SYNTH-PROC-000426,,CURRENCY_MISMATCH,L1_CURRENCY_EQUALITY,,Internal and processor currencies differ; amounts were not compared across currencies.
mixed-exceptions,ORDER,SYNTH-ORDER-000427,,SYNTH-INT-000427,SYNTH-PROC-000427,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000428,,SYNTH-INT-000428,SYNTH-PROC-000428,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000429,,SYNTH-INT-000429,SYNTH-PROC-000429,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000430,,SYNTH-INT-000430,SYNTH-PROC-000430,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000431,,SYNTH-INT-000431,SYNTH-PROC-000431-REFUND,,PARTIAL_REFUND,L1_PARTIAL_REFUND_LINK,609.03,The refund is linked to its original payment and reverses part of the gross amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000432,,SYNTH-INT-000432,SYNTH-PROC-000432,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000433,,SYNTH-INT-000433,SYNTH-PROC-000433,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000434,,SYNTH-INT-000434,SYNTH-PROC-000434,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000435,,SYNTH-INT-000435,SYNTH-PROC-000435,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000436,,SYNTH-INT-000436,SYNTH-PROC-000436,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
